"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"OGNRPOF","197611","137","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197612","145","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197613","129","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197701","146","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197702","166","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197703","163","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197704","162","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197705","169","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197706","169","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197707","172","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197708","178","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197709","178","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197710","169","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197711","168","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197712","168","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197713","167","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197801","172","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197802","181","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197803","180","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197804","182","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197805","183","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197806","184","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197807","185","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197808","198","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197809","194","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197810","190","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197811","187","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197812","188","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197813","185","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197901","207","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197902","206","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197903","203","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197904","207","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197905","198","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197906","205","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197907","205","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197908","208","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197909","215","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197910","211","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197911","205","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197912","216","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","197913","207","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198001","219","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198002","216","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198003","219","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198004","222","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198005","229","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198006","235","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198007","235","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198008","235","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198009","231","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198010","232","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198011","247","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198012","250","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198013","231","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198101","245","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198102","234","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198103","252","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198104","256","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198105","249","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198106","246","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198107","262","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198108","264","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198109","266","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198110","264","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198111","270","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198112","283","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198113","256","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198201","280","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198202","269","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198203","262","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198204","251","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198205","251","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198206","248","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198207","242","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198208","235","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198209","228","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198210","229","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198211","214","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198212","214","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198213","243","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198301","218","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198302","216","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198303","210","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198304","213","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198305","209","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198306","202","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198307","178","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198308","181","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198309","175","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198310","177","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198311","159","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198312","210","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198313","199","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198401","216","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198402","202","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198403","198","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198404","203","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198405","202","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198406","205","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198407","206","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198408","216","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198409","214","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198410","223","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198411","232","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198412","242","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198413","213","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198501","242","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198502","233","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198503","223","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198504","210","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198505","200","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198506","203","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198507","194","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198508","197","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198509","197","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198510","195","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198511","187","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198512","190","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198513","206","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198601","175","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198602","164","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198603","132","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198604","112","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198605","94","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198606","73","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198607","65","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198608","65","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198609","74","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198610","80","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198611","79","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198612","89","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198613","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198701","88","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198702","75","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198703","76","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198704","73","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198705","76","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198706","85","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198707","97","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198708","109","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198709","114","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198710","116","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198711","118","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198712","128","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198713","95","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198801","127","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198802","123","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198803","119","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198804","117","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198805","123","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198806","124","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198807","126","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198808","123","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198809","122","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198810","122","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198811","129","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198812","127","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198813","123","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198901","110","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198902","95","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198903","93","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198904","92","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198905","92","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198906","103","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198907","114","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198908","114","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198909","107","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198910","106","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198911","119","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198912","117","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","198913","105","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199001","113","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199002","105","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199003","108","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199004","111","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199005","120","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199006","113","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199007","108","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199008","108","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199009","107","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199010","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199011","106","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199012","101","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199013","108","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199101","91","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199102","88","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199103","81","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199104","95","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199105","98","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199106","93","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199107","80","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199108","68","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199109","71","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199110","68","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199111","72","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199112","65","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199113","81","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199201","56","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199202","51","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199203","54","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199204","55","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199205","47","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199206","44","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199207","48","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199208","51","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199209","45","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199210","53","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199211","60","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199212","59","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199213","52","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199301","72","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199302","69","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199303","62","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199304","69","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199305","73","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199306","83","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199307","85","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199308","87","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199309","89","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199310","93","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199311","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199312","103","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199313","82","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199401","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199402","95","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199403","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199404","106","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199405","104","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199406","113","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199407","107","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199408","95","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199409","97","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199410","99","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199411","106","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199412","107","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199413","102","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199501","106","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199502","100","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199503","90","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199504","91","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199505","100","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199506","96","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199507","104","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199508","103","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199509","103","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199510","105","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199511","104","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
"OGNRPOF","199512","109","2","Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore","Number of Rigs"
