"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"DHEWPUS","200209","105","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200210","128","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200211","95","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200212","124","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200213","1282","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200301","111","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200302","75","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200303","90","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200304","101","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200305","93","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200306","95","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200307","130","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200308","111","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200309","110","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200310","139","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200311","115","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200312","127","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200313","1297","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200401","108","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200402","67","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200403","140","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200404","91","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200405","107","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200406","112","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200407","118","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200408","120","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200409","114","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200410","151","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200411","107","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200412","115","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200413","1350","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200501","119","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200502","124","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200503","102","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200504","127","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200505","121","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200506","130","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200507","109","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200508","145","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200509","112","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200510","120","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200511","144","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200512","109","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200513","1462","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200601","98","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200602","109","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200603","105","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200604","137","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200605","143","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200606","146","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200607","134","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200608","136","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200609","143","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200610","124","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200611","118","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200612","154","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200613","1547","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200701","114","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200702","100","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200703","115","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200704","129","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200705","141","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200706","123","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200707","137","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200708","124","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200709","136","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200710","157","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200711","185","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200712","121","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200713","1582","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200801","144","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200802","107","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200803","127","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200804","130","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200805","124","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200806","139","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200807","171","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200808","144","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200809","164","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200810","173","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200811","160","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200812","132","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200813","1715","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200901","99","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200902","88","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200903","88","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200904","93","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200905","80","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200906","75","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200907","101","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200908","88","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200909","96","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200910","78","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200911","85","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200912","84","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","200913","1055","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201001","81","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201002","67","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201003","88","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201004","77","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201005","86","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201006","90","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201007","105","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201008","94","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201009","88","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201010","117","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201011","103","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201012","70","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"DHEWPUS","201013","1066","3","Wells Drilled, Exploratory, Dry","Number of Wells"
"OGEWPUS","194913","9058","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195013","10306","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195113","11756","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195213","12425","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195313","13313","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195413","13100","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195513","14942","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195613","16207","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195713","14714","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195813","13199","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","195913","13191","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196013","11704","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196113","10992","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196213","10797","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196313","10664","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196413","10727","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196513","9466","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196613","10313","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196713","8878","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196813","8879","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","196913","9701","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197013","7396","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197113","7081","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197213","7475","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197301","656","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197302","524","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197303","553","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197304","477","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197305","601","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197306","625","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197307","687","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197308","767","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197309","660","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197310","710","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197311","656","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197312","745","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197313","7661","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197401","630","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197402","627","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197403","660","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197404","703","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197405","767","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197406","741","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197407","793","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197408","779","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197409","761","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197410","826","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197411","803","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197412","792","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197413","8882","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197501","804","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197502","615","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197503","757","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197504","729","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197505","741","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197506","723","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197507","832","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197508","821","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197509","774","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197510","892","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197511","816","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197512","855","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197513","9359","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197601","898","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197602","733","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197603","810","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197604","733","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197605","689","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197606","758","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197607","718","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197608","765","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197609","774","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197610","778","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197611","787","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197612","761","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197613","9204","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197701","740","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197702","674","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197703","795","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197704","751","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197705","806","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197706","830","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197707","800","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197708","837","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197709","915","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197710","954","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197711","952","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197712","941","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197713","9995","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197801","876","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197802","748","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197803","861","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197804","890","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197805","894","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197806","904","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197807","942","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197808","924","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197809","925","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197810","1058","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197811","928","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197812","957","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197813","10907","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197901","786","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197902","675","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197903","804","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197904","774","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197905","792","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197906","893","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197907","881","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197908","971","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197909","965","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197910","1086","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197911","1007","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197912","1031","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","197913","10665","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198001","1027","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198002","925","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198003","911","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198004","941","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198005","940","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198006","1088","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198007","1094","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198008","1157","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198009","1220","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198010","1210","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198011","1172","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198012","1272","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198013","12957","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198101","1446","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198102","1170","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198103","1315","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198104","1318","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198105","1401","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198106","1447","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198107","1513","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198108","1615","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198109","1567","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198110","1614","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198111","1529","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198112","1638","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198113","17573","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198201","1645","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198202","1304","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198203","1478","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198204","1340","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198205","1238","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198206","1288","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198207","1271","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198208","1311","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198209","1242","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198210","1288","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198211","1171","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198212","1293","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198213","15877","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198301","1292","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198302","1044","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198303","1097","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198304","948","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198305","1098","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198306","1126","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198307","1154","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198308","1215","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198309","1237","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198310","1288","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198311","1222","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198312","1114","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198313","13841","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198401","1367","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198402","1174","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198403","1131","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198404","992","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198405","1182","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198406","1424","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198407","1414","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198408","1418","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198409","1268","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198410","1277","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198411","1205","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198412","1206","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198413","15058","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198501","1190","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198502","968","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198503","1043","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198504","995","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198505","969","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198506","946","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198507","1027","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198508","1074","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198509","929","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198510","929","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198511","753","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198512","1011","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198513","11834","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198601","1111","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198602","786","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198603","786","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198604","652","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198605","560","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198606","477","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198607","525","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198608","489","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198609","428","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198610","481","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198611","528","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198612","625","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198613","7448","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198701","594","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198702","443","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198703","485","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198704","496","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198705","492","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198706","500","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198707","542","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198708","588","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198709","647","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198710","687","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198711","619","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198712","641","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198713","6734","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198801","531","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198802","462","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198803","512","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198804","534","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198805","520","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198806","523","4","Wells Drilled, Exploratory, Total","Number of Wells"
"OGEWPUS","198807","543","4","Wells Drilled, Exploratory, Total","Number of Wells"
